Wavelength,dark skin,light skin,blue sky,foliage,blue flower,bluish green,orange,purplish blue,moderate red,purple,yellow green,orange yellow,blue,green,red,yellow,magenta,cyan,white 9.5,neutral 8,neutral 6.5,neutral 5,neutral 3.5,black 2
380,0.054745777,0.117132943,0.130362525,0.05123929,0.144234675,0.136268951,0.053807993,0.122364925,0.096004948,0.091993695,0.061031217,0.06281745,0.066244793,0.051950585,0.049923225,0.057984715,0.144547292,0.107731417,0.189362217,0.17084875,0.1442082,0.105192122,0.067959987,0.031023515
390,0.058326798,0.1434542,0.17707405,0.05423401,0.198269133,0.17945812,0.053688537,0.164482383,0.114662333,0.116013975,0.061247692,0.062840987,0.078636152,0.053060478,0.048772242,0.054418082,0.195114325,0.141187467,0.254639092,0.232058408,0.192455117,0.13132605,0.076722958,0.031989098
400,0.061163762,0.174529058,0.251009908,0.055990265,0.294433875,0.24689207,0.05325825,0.2285043,0.130582433,0.145608492,0.061923812,0.063336807,0.10158902,0.054199813,0.047593495,0.052161385,0.282593175,0.192468142,0.4226032,0.365066758,0.271839858,0.162597933,0.083881777,0.032279888
410,0.062384768,0.190934808,0.306245083,0.057038865,0.375437525,0.296818991,0.053697168,0.286079308,0.135081783,0.168534442,0.062914752,0.063542248,0.145541458,0.055447223,0.047235858,0.05198452,0.345768775,0.236412617,0.660209283,0.506556725,0.330813775,0.180165683,0.087412565,0.032560003
420,0.062310752,0.195602125,0.3239155,0.057862218,0.408373483,0.3202815,0.054019548,0.327304633,0.133448092,0.178466183,0.063970272,0.063709047,0.19951425,0.05676623,0.04716311,0.052625083,0.361824067,0.2608539,0.810975333,0.567487417,0.350419525,0.185916858,0.08888493,0.032753593
430,0.062070028,0.198997967,0.32993155,0.05895043,0.420949483,0.337084447,0.054518398,0.361082675,0.131591775,0.1730137,0.065928278,0.064418293,0.2443994,0.05856246,0.047354438,0.053983562,0.354323358,0.285502008,0.862117842,0.582695583,0.356918642,0.189533833,0.090442842,0.032821775
440,0.061828535,0.204234933,0.332829108,0.060300085,0.426182217,0.355498211,0.054946857,0.387566683,0.13021055,0.157965933,0.069210055,0.065360397,0.282497125,0.061373238,0.047418793,0.056077268,0.333610425,0.317396925,0.876575717,0.587701042,0.3612314,0.192860833,0.091865875,0.03282255
450,0.061585718,0.2131849,0.330974933,0.06131405,0.426086617,0.381186246,0.055157203,0.399634217,0.128106892,0.138784583,0.074725328,0.065990157,0.309357775,0.065759442,0.046920133,0.059422578,0.305710217,0.35313365,0.884173617,0.590091792,0.363261783,0.194232275,0.092043782,0.032621628
460,0.06154141,0.228423317,0.323423942,0.06227655,0.419323025,0.419126289,0.055676085,0.391569075,0.1250508,0.119131458,0.085489717,0.06693667,0.307589333,0.074834133,0.046072473,0.066588805,0.276226667,0.390235317,0.891035767,0.590992033,0.362969775,0.193783375,0.091350823,0.03248354
470,0.061623115,0.251273267,0.31133905,0.06324507,0.403434992,0.465958912,0.056638237,0.362427692,0.120475833,0.101395433,0.105062267,0.06841267,0.277807708,0.092692155,0.045175252,0.080680693,0.247556158,0.425966492,0.895664058,0.589771167,0.360810025,0.192328117,0.090392672,0.032403562
480,0.062027578,0.28004685,0.298225983,0.064783435,0.379273692,0.510479982,0.058397407,0.316118367,0.115123783,0.086946362,0.138668125,0.071282417,0.230867258,0.124882225,0.04443931,0.106883922,0.218052858,0.445606758,0.899316408,0.588406508,0.358736067,0.191059733,0.089747217,0.032325962
490,0.06296422,0.308781092,0.2853306,0.067377563,0.346359033,0.54580657,0.061215998,0.260243642,0.10984815,0.07518131,0.1920871,0.075705937,0.1775398,0.177891258,0.04428872,0.152041833,0.189881725,0.444230508,0.903696317,0.588425375,0.3581081,0.190846292,0.089649577,0.032307445
500,0.065180807,0.329451592,0.269427575,0.075312803,0.31112165,0.56719243,0.068217593,0.208581442,0.104939858,0.066094967,0.270728433,0.087221762,0.129713483,0.245785158,0.04468082,0.22507275,0.167858408,0.42321365,0.907183658,0.588978967,0.358455292,0.191246358,0.089812308,0.032281588
510,0.07027146,0.33336445,0.250374325,0.101198508,0.281235125,0.574264711,0.089419393,0.1683088,0.099820502,0.060318507,0.376106725,0.125308458,0.094279225,0.307250775,0.045595713,0.335530633,0.148955083,0.385487567,0.90908445,0.589483883,0.359186008,0.191579325,0.0898791,0.032154532
520,0.076395878,0.3145966,0.231442817,0.145360742,0.253876017,0.56908343,0.124614485,0.137684342,0.095163072,0.056459995,0.47577635,0.205832892,0.069541328,0.3371577,0.046780213,0.462392508,0.126970342,0.336719075,0.91091105,0.590590917,0.360411967,0.1920515,0.089969768,0.032086668
530,0.07949067,0.286279,0.214255892,0.178264217,0.228889825,0.550683912,0.153503033,0.1165596,0.092654703,0.053118277,0.531223867,0.30526295,0.053989398,0.333535825,0.04764006,0.55873255,0.107233025,0.282731008,0.910052792,0.590018542,0.360455825,0.192101192,0.089963418,0.031982217
540,0.08127583,0.273488983,0.199422392,0.183944092,0.214204642,0.523505535,0.173793467,0.104249367,0.092467272,0.051209053,0.549157492,0.38315455,0.045821587,0.3165287,0.048585868,0.615726808,0.09961565,0.231282483,0.911215283,0.589897017,0.360560233,0.192170383,0.090013728,0.031960985
550,0.084289565,0.27645675,0.184511642,0.170111058,0.208354775,0.488433535,0.199442867,0.09636521,0.093189238,0.051240915,0.545714942,0.430942875,0.04166702,0.29299385,0.050365253,0.649725058,0.101888592,0.185055358,0.914019625,0.59030225,0.36082935,0.192312708,0.090062035,0.031976362
560,0.090583705,0.277202933,0.1693843,0.1493809,0.201622333,0.445211088,0.248270333,0.089796273,0.096205713,0.051950187,0.528072417,0.469150575,0.039438562,0.2618644,0.053846847,0.672219233,0.103560408,0.145539808,0.913426408,0.589292325,0.360426258,0.192058167,0.089862065,0.031919643
570,0.102901742,0.289297458,0.157287925,0.132744133,0.1943963,0.399872798,0.335423342,0.08550744,0.108116342,0.051872517,0.504456025,0.517890275,0.038310047,0.229992492,0.059860635,0.69386825,0.109066642,0.11806755,0.916018717,0.590943267,0.36184815,0.192632217,0.089903782,0.031947817
580,0.119051333,0.3393763,0.149108033,0.121861058,0.192566675,0.350432088,0.443993725,0.083723357,0.155567208,0.05119813,0.470520083,0.5679281,0.037749898,0.197653675,0.072117415,0.709951908,0.136803108,0.10052612,0.915480025,0.590308133,0.361750617,0.192381508,0.0895126,0.03181734
590,0.134264575,0.420216067,0.1448233,0.115173108,0.200181492,0.2993885,0.538473242,0.083963895,0.265390075,0.052420012,0.427637908,0.606879858,0.037752858,0.165037417,0.103558865,0.723189833,0.199626525,0.089582412,0.915841508,0.589713442,0.361325792,0.191929075,0.08916492,0.031792892
600,0.14319795,0.487789467,0.141858233,0.109481367,0.214409883,0.252434088,0.586673383,0.084315062,0.398711533,0.058412533,0.381245075,0.62804645,0.037969447,0.135012742,0.177522308,0.731435083,0.290128025,0.081558782,0.914334525,0.5871316,0.359322817,0.19059475,0.088521575,0.03173043
610,0.146879425,0.525108192,0.140570733,0.105358992,0.229517942,0.220961982,0.594839,0.08411075,0.500081475,0.073179203,0.346798708,0.637030817,0.0385205,0.114900383,0.312071692,0.739041275,0.400059808,0.076396167,0.91546715,0.58514775,0.357533592,0.189386183,0.08806272,0.031848683
620,0.150775,0.545737267,0.14067465,0.104342147,0.240576608,0.204314096,0.590589133,0.083860702,0.5563191,0.095515593,0.32744335,0.639991275,0.039246943,0.103971763,0.466832875,0.74620015,0.5157983,0.074059042,0.9176366,0.583041033,0.3554339,0.187986008,0.087493857,0.031934163
630,0.158095925,0.56155975,0.141093258,0.105989208,0.253960967,0.195792535,0.586617158,0.08517012,0.57945065,0.118925333,0.3177072,0.641979208,0.039865668,0.097914645,0.580831558,0.751803817,0.614861725,0.073053128,0.918626683,0.579962075,0.352414992,0.185867417,0.086448968,0.031904118
640,0.168191017,0.577883083,0.142568158,0.10890635,0.278511242,0.19087707,0.584174325,0.089766905,0.587725,0.141394483,0.312466992,0.645448817,0.040795713,0.094389605,0.644434858,0.758158508,0.686552508,0.072943795,0.921014092,0.577789475,0.349897492,0.183975217,0.085510017,0.031907638
650,0.178904267,0.594971208,0.146539592,0.111894382,0.313220967,0.188229114,0.583858,0.097848283,0.590626692,0.165540867,0.309935567,0.648239617,0.042323727,0.092348633,0.6748381,0.763940867,0.731769125,0.073808722,0.922909792,0.575948067,0.347640383,0.1823174,0.084778198,0.031940817
660,0.187551317,0.61179725,0.151837608,0.114062225,0.347791558,0.19071964,0.589747242,0.109123783,0.592509992,0.194045817,0.3144107,0.651018417,0.044179012,0.092769937,0.690175528,0.768689083,0.759749083,0.075589033,0.923855417,0.574399033,0.345468125,0.180851625,0.084201243,0.032015288
670,0.189635967,0.624746975,0.153514742,0.113953017,0.365870725,0.199422123,0.602511467,0.123464208,0.594450767,0.227062108,0.327406683,0.653066667,0.045473492,0.09652667,0.698244508,0.770981825,0.774327475,0.076750423,0.921988512,0.572210392,0.342717308,0.179252283,0.083680528,0.032121725
680,0.185772508,0.638101392,0.15008935,0.112398033,0.365791275,0.211585886,0.620390258,0.142692392,0.597849158,0.265394375,0.345225983,0.6573558,0.045844298,0.102401563,0.705916867,0.775508425,0.783144233,0.076478592,0.922420308,0.5706119,0.340166767,0.177771858,0.083213175,0.032216643
690,0.181493358,0.655958217,0.143952492,0.112153183,0.359424125,0.223101474,0.638796867,0.169304917,0.602190142,0.308924375,0.362550358,0.664032742,0.046417777,0.108422887,0.714954442,0.782402083,0.792559617,0.074991582,0.924771042,0.569224025,0.3376004,0.176044767,0.082538628,0.032225985
700,0.181605033,0.67821565,0.1363947,0.114819,0.35799325,0.231639412,0.654809917,0.204651725,0.606903567,0.354552542,0.376216025,0.672652225,0.048367742,0.11345309,0.723702867,0.790176992,0.8033727,0.072769558,0.927486842,0.568276658,0.335308125,0.17433875,0.081762812,0.032242825
710,0.1872111,0.699580983,0.132351445,0.119765425,0.36492685,0.233317053,0.662546092,0.243952942,0.609251775,0.395765433,0.380542892,0.679701475,0.052171875,0.11532589,0.730104325,0.796189775,0.811551975,0.071998632,0.9297709,0.567969333,0.333832767,0.173368292,0.081428073,0.032329087
720,0.196053517,0.717088725,0.134957442,0.124594758,0.377225933,0.229412778,0.662548433,0.2871873,0.608962867,0.435837092,0.377674267,0.683763083,0.057311022,0.113922898,0.733714008,0.799296208,0.817181942,0.07374496,0.930411583,0.566481508,0.331803083,0.172188567,0.080929022,0.032372633
730,0.2094927,0.733824267,0.146733543,0.13030455,0.397826267,0.229353289,0.666814958,0.332485117,0.610235417,0.478469033,0.379406267,0.688287233,0.064983178,0.114270098,0.7384071,0.803660933,0.8254095,0.079354907,0.933289308,0.566309075,0.330543442,0.171388792,0.080676678,0.032503143
